Category,Link
murder,https://nigeriacrime.com/43-year-old-yobe-man-allegedly-stabs-wife-to-death-while-asleep/
murder,https://nigeriacrime.com/2-clergymen-killed-by-suspected-gunmen-in-akwa-ibom/
murder,https://nigeriacrime.com/unravel-the-mystery-behind-the-death-of-my-son-father-of-murdered-preacher-demands/
murder,https://nigeriacrime.com/2-nabbed-in-kwara-for-allegedly-slitting-neighbours-throat/
murder,https://nigeriacrime.com/35-year-old-man-hacks-friend-to-death-in-kebbi/
murder,https://nigeriacrime.com/kano-fake-doctor-injects-pregnant-teenager-to-death/
murder,https://nigeriacrime.com/police-arrest-teenager-for-stabbing-chief-imam-to-death/
murder,https://nigeriacrime.com/cbn-staff-three-others-killed-by-abuja-robbers/
murder,https://nigeriacrime.com/2-killed-as-cultists-invade-rivers-community/
murder,https://nigeriacrime.com/alleged-gay-man-machetes-brother-to-death/
murder,https://nigeriacrime.com/how-police-allegedly-kill-32-year-old-man-hide-body-rivers-lawyer/
murder,https://nigeriacrime.com/suspected-kidnappers-kill-two-in-nasarawa/
murder,https://nigeriacrime.com/23-year-old-girl-shoots-police-boyfriend-victim-dies/
murder,https://nigeriacrime.com/police-hunt-killers-of-2-personnel-in-anambra-attack/
murder,https://nigeriacrime.com/2-clergymen-killed-by-suspected-gunmen-in-akwa-ibom/
murder,https://nigeriacrime.com/police-investigate-ogun-mob-killing-warn-against-jungle-justice/
murder,https://nigeriacrime.com/two-killed-as-gunmen-attack-chris-ubas-convoy/
murder,https://nigeriacrime.com/two-lynched-by-angry-ogun-mob-over-ritual-killing/
murder,https://nigeriacrime.com/24-year-old-housewife-stabs-38-year-old-househelp-to-death-remanded/
murder,https://nigeriacrime.com/family-seeks-justice-as-rivers-guard-kills-man/
murder,https://nigeriacrime.com/edo-shock-as-police-inspector-kills-sergeant-to-free-arrested-cultist/
murder,https://nigeriacrime.com/abia-vigilantes-arrested-for-torturing-man-to-death/
murder,https://nigeriacrime.com/bauchi-teenager-kills-commercial-sex-worker-arrested/
murder,https://nigeriacrime.com/how-two-lagos-men-kill-their-friend-over-bags-of-rice/
murder,https://nigeriacrime.com/police-arrest-man-for-killing-court-clerk-sent-to-summon-him/
murder,https://nigeriacrime.com/tension-as-lagos-man-kills-wife-over-cooking-argument/
murder,https://nigeriacrime.com/police-nab-three-for-killing-taraba-district-head/
murder,https://nigeriacrime.com/rivers-two-koreans-kidnapped-four-soldiers-killed/
murder,https://nigeriacrime.com/alleged-witchcraft-adamawa-man-kills-mother/
murder,https://nigeriacrime.com/scores-dead-as-gunmen-attack-anambra-nightclub/
murder,https://nigeriacrime.com/enugu-man-kills-mother-sister-buries-them/
murder,https://nigeriacrime.com/kwara-arabic-student-kills-self/
murder,https://nigeriacrime.com/finance-director-murder-ogun-places-n-50m-bounty-on-killers/
murder,https://nigeriacrime.com/1-killed-many-injured-as-anti-touts-operatives-clashed-with-protesting-youths-in-onitsha/
murder,https://nigeriacrime.com/man-kills-friend-over-n100-sentenced-to-death/
murder,https://nigeriacrime.com/doctor-in-police-net-for-killing-patient-selling-baby/
murder,https://nigeriacrime.com/alleged-witchcraft-man-chained-starved-to-death-by-family/
murder,https://nigeriacrime.com/robbers-stab-atbu-final-year-students-to-death/
murder,https://nigeriacrime.com/wheelbarrow-pusher-kills-tax-collector-self-in-edo/
murder,https://nigeriacrime.com/police-officer-crush-student-to-death-in-ogun/
murder,https://nigeriacrime.com/ogun-gov-office-finance-director-killed-as-robbers-cart-away-huge-sums-of-money/
murder,https://nigeriacrime.com/kano-rival-groups-clash-one-killed/
murder,https://nigeriacrime.com/lagos-guard-stabbed-to-death-during-argument/
murder,https://nigeriacrime.com/21-year-old-arrested-for-allegedly-killing-her-newborn-in-ogun/
murder,https://nigeriacrime.com/abuja-man-kills-employer-over-salary/
murder,https://nigeriacrime.com/court-orders-man-to-hang-to-death-for-killing-neighbour/
murder,https://nigeriacrime.com/ogun-mother-kills-newborn-throws-body-away/
murder,https://nigeriacrime.com/lifeless-body-of-missing-fulani-leader-found-in-plateau/
murder,https://nigeriacrime.com/imo-two-policemen-civilian-shot-dead/
murder,https://nigeriacrime.com/tension-as-gunmen-kill-imo-monarch-2/
murder,https://nigeriacrime.com/how-ogun-police-allegedly-tortured-man-to-death-over-refusal-to-pay-bribe/
murder,https://nigeriacrime.com/imo-pdp-chairman-shot-dead/
murder,https://nigeriacrime.com/10-taraba-farmers-reportedly-killed-by-suspected-fulani-bandits/
murder,https://nigeriacrime.com/parking-space-brouhaha-lagos-landlords-son-stabs-tenant-to-death/
murder,https://nigeriacrime.com/murder-ondo-housemaid-son-in-police-net/
murder,https://nigeriacrime.com/police-arrest-suspected-killer-of-port-harcourt-bizwoman/
murder,https://nigeriacrime.com/five-days-after12-year-old-boy-discovered-dead-in-ogun/
murder,https://nigeriacrime.com/police-negligent-about-prosecuting-my-cousins-killer-edo-man-alleges/
murder,https://nigeriacrime.com/anambra-two-arrested-for-lynching-phone-thief/
murder,https://nigeriacrime.com/how-robbers-killed-69-year-old-oyo-retiree/
murder,https://nigeriacrime.com/lagos-driver-who-crushed-road-sweepers-land-in-court/
murder,https://nigeriacrime.com/i-killed-my-father-for-appearing-in-my-dreams-as-a-bird-with-a-human-face-suspect-reveals/
murder,https://nigeriacrime.com/five-killed-by-2babas-gang-in-rivers/
murder,https://nigeriacrime.com/tension-as-sagamu-cult-clash-claims-life-of-three/
murder,https://nigeriacrime.com/benue-woman-kills-11-month-old-daughter/
murder,https://nigeriacrime.com/driver-crushes-two-lawma-officials-while-evading-lastma-arrest/
murder,https://nigeriacrime.com/pastors-wife-one-other-killed-as-gunmen-attack-kwara-community/
murder,https://nigeriacrime.com/2-murdered-as-cult-clash-resume-in-sagamu/
murder,https://nigeriacrime.com/kogi-apc-supporter-shot-dead-by-thugs/
murder,https://nigeriacrime.com/fulani-vigilantes-clash-in-niger-market-two-killed/
murder,https://nigeriacrime.com/ex-student-stabbed-teacher-to-death-in-taraba/
murder,https://nigeriacrime.com/anambra-houseboy-cuts-off-masters-manhood-for-ritual/
murder,https://nigeriacrime.com/ex-rivers-lg-chair-remanded-for-alleged-murder-of-2-shooting-of-others/
murder,https://nigeriacrime.com/bauchi-lawyer-kills-mobile-police/
murder,https://nigeriacrime.com/uniport-female-student-found-dead/
murder,https://nigeriacrime.com/gunmen-ambush-kill-four-nscdc-officers/
murder,https://nigeriacrime.com/benue-farmer-remanded-in-prison-for-allegedly-killing-wife/
murder,https://nigeriacrime.com/25-year-old-man-stabs-brother-to-death-to-inherit-motorcycle-in-bauchi/
murder,https://nigeriacrime.com/25-year-old-man-killed-for-resisting-attempt-to-snatch-his-wife/
murder,https://nigeriacrime.com/two-arrested-for-killing-gombe-three-year-old-boy/
murder,https://nigeriacrime.com/taraba-naming-ceremony-turns-bloody-one-killed/
murder,https://nigeriacrime.com/teenage-housemaid-arrested-over-lecturers-murder-in-minna/
murder,https://nigeriacrime.com/female-lecturer-slaughtered-in-her-room-in-minna/
murder,https://nigeriacrime.com/former-benue-lg-chair-murdered-buried-by-abductors/
murder,https://nigeriacrime.com/police-arrest-man-for-beating-neighbour-to-death/
murder,https://nigeriacrime.com/secondary-school-student-kills-neighbours-child-after-collecting-ransom/
murder,https://nigeriacrime.com/man-stabs-pregnant-wife-to-death-benue-state/
murder,https://nigeriacrime.com/kaduna-imam-worshipper-killed-as-bandits-invade-mosques/
murder,https://nigeriacrime.com/i-killed-my-neighbour-while-trying-to-stop-him-from-beating-my-child-suspect/
murder,https://nigeriacrime.com/man-kills-wife-over-lack-of-submission/
murder,https://nigeriacrime.com/how-onitsha-policemen-killed-my-son-woman/
murder,https://nigeriacrime.com/niger-man-flogged-to-death-by-former-in-laws/
murder,https://nigeriacrime.com/abu-undergraduate-arrested-for-killing-teenager/
murder,https://nigeriacrime.com/police-arrest-three-islamic-clerics-for-beheading-man/
murder,https://nigeriacrime.com/murder-killaboi-arrested-in-sierra-leone/
murder,https://nigeriacrime.com/police-arrest-31-year-old-man-over-alleged-killing-his-wife/
murder,https://nigeriacrime.com/just-in-benue-gunmen-invade-banks-kill-scores/
murder,https://nigeriacrime.com/nasarawa-man-killed-by-angry-mob-for-stealing-okada/
murder,https://nigeriacrime.com/police-declare-manhunt-for-killers-of-female-kaduna-corper/
murder,https://nigeriacrime.com/delta-father-flogs-teacher-to-death-for-beating-son/
murder,https://nigeriacrime.com/assailants-strangles-borno-lawmakers-daughter/
murder,https://nigeriacrime.com/unknown-gunmen-kill-nasarawa-doctor/
murder,https://nigeriacrime.com/23-year-old-man-kills-mother-over-refusal-to-give-him-money/
murder,https://nigeriacrime.com/how-suspected-fulani-motorcyclists-lynched-delta-police-inspector/
murder,https://nigeriacrime.com/how-herdsmen-killed-three-in-benue-community-leader/
murder,https://nigeriacrime.com/suspected-armed-herdsmen-attack-kills-3-injures-others-in-benue/
murder,https://nigeriacrime.com/mohbad-naira-marley-sam-larry-primeboy-to-appear-in-court-october-25/
murder,https://nigeriacrime.com/why-i-killed-my-stepdaughter-bauchi-teenage-housewife/
murder,https://nigeriacrime.com/two-kwara-students-behind-bars-for-killing-socialite/
murder,https://nigeriacrime.com/car-snatchers-kill-rivers-businessman-steals-car/
murder,https://nigeriacrime.com/kogi-teenager-caught-burying-brother-alive/
murder,https://nigeriacrime.com/court-remands-two-siblings-for-allegedly-hacking-uncle-to-death/
murder,https://nigeriacrime.com/18-year-old-woman-beats-5-year-old-stepdaughter-to-death/
murder,https://nigeriacrime.com/niger-suspected-serial-killer-apprehended/
murder,https://nigeriacrime.com/gunmen-kill-vigilante-member-76-years-old-woman-in-delta-state/
murder,https://nigeriacrime.com/how-jtf-allegedly-killed-rivers-community-cso/
murder,https://nigeriacrime.com/bolanle-raheem-killer-police-drambi-vandi-to-die-by-hanging/
murder,https://nigeriacrime.com/court-to-deliver-judgment-in-bolanle-raheems-case-on-monday/
murder,https://nigeriacrime.com/how-akwa-ibom-police-command-attempted-to-bribe-family-after-officer-kills-farmer/
murder,https://nigeriacrime.com/adamawa-mentally-unstable-man-lynched-for-killing-nine-people/
murder,https://nigeriacrime.com/breaking-quack-nurse-gave-mohbad-injection-that-led-to-his-death-police/
murder,https://nigeriacrime.com/murder-court-sentences-pastor-brother-to-death/
murder,https://nigeriacrime.com/man-beheads-woman-on-her-farm-in-kogi-arrested/
murder,https://nigeriacrime.com/we-killed-retired-benue-jurist-over-estate-inheritance-suspects-revealed/
murder,https://nigeriacrime.com/lastma-officials-alleged-carelessness-causes-death-of-pregnant-woman-two-children-one-other/
murder,https://nigeriacrime.com/alleged-murder-kaduna-varsity-suspends-six-students/
murder,https://nigeriacrime.com/man-who-kidnapped-killed-23-year-old-lady-arrested-in-zaria/
murder,https://nigeriacrime.com/one-chance-robbery-syndicate-kills-community-developer-in-abuja/
murder,https://nigeriacrime.com/police-arrest-8-suspected-killers-of-kaduna-catholic-seminarian/
murder,https://nigeriacrime.com/lagos-police-sam-larry-is-in-our-custody/
murder,https://nigeriacrime.com/plateau-police-arrested-man-for-lynching-motorist/
murder,https://nigeriacrime.com/adamawa-teenager-kills-17-year-old-boy-arrested/
murder,https://nigeriacrime.com/how-delta-policemans-son-stabbed-boy-to-death/
murder,https://nigeriacrime.com/soldier-3-civilians-killed-as-boko-haram-ambushed-motorists-in-borno-council/
murder,https://nigeriacrime.com/man-kills-wife-for-alleged-extramarital-affairs-in-borno/
murder,https://nigeriacrime.com/abuja-mob-kills-man-over-alleged-organ-disappearance/
murder,https://nigeriacrime.com/delta-pastor-in-police-net-for-allegedly-killing-girl/
murder,https://nigeriacrime.com/gunmen-kill-nursing-mother-in-osun/
murder,https://nigeriacrime.com/4-killed-as-bandits-invade-community-in-niger-state/
murder,https://nigeriacrime.com/police-asp-inspector-killed-in-enugu/
murder,https://nigeriacrime.com/rivers-policeman-dismissed-for-killing-father-of-three/
murder,https://nigeriacrime.com/court-jails-man-for-life-for-defiling-his-two-daughters/
murder,https://nigeriacrime.com/fans-friends-of-mohbad-storm-lagos-police-headquarters-to-demand-justice/
murder,https://nigeriacrime.com/lagos-12-year-old-boy-with-missing-intestines-is-dead/
murder,https://nigeriacrime.com/four-suspects-linked-to-rivers-dpos-murder-killed-three-arrested/
murder,https://nigeriacrime.com/eight-security-operatives-killed-by-gunmen-in-imo/
murder,https://nigeriacrime.com/lagos-deputy-governor-others-visit-mohbads-mother/
murder,https://nigeriacrime.com/three-arrested-for-killing-senator-adeolas-aide/
murder,https://nigeriacrime.com/police-setup-13-man-special-investigation-over-mohbads-death/
murder,https://nigeriacrime.com/osun-admission-seeker-shot-dead-monarchs-palace-razed/
murder,https://nigeriacrime.com/mohbads-death-commence-swift-investigation-igp-orders-lagos-cp/
murder,https://nigeriacrime.com/osun-pdp-chieftain-killed-in-wifes-shop/
murder,https://nigeriacrime.com/unizik-100-level-student-killed-by-stray-bullet/
murder,https://nigeriacrime.com/wanted-notorious-criminal-arrested-over-murder-area-commander/
murder,https://nigeriacrime.com/70-year-old-labour-party-chieftain-beheaded-in-abia/
murder,https://nigeriacrime.com/igp-declares-dpo-bako-killer-wanted-in-rivers/
murder,https://nigeriacrime.com/delta-woman-allegedly-kills-husband/
murder,https://nigeriacrime.com/adamawa-man-accuses-brother-of-witchcraft-kills-him/
murder,https://nigeriacrime.com/dpos-murder-rivers-monarch-arrested-by-dss/
murder,https://nigeriacrime.com/2-killed-as-cultists-clash-in-osun/
murder,https://nigeriacrime.com/zamfara-missing-pregnant-woman-found-dead/
murder,https://nigeriacrime.com/rival-cult-groups-clash-in-ilesa-two-feared-dead/
murder,https://nigeriacrime.com/delta-vigilante-killed-by-suspected-cultists/
murder,https://nigeriacrime.com/scores-dead-as-benue-criver-communities-clash-over-boundary/
murder,https://nigeriacrime.com/dpo-murder-6-suspects-arrested-in-rivers-state/
murder,https://nigeriacrime.com/rivers-dpo-murder-police-begins-investigation/
murder,https://nigeriacrime.com/how-21-year-old-allegedly-killed-wife-over-food-in-edo/
murder,https://nigeriacrime.com/dpo-beheaded-in-rivers-as-cultists-unleash-terror/
murder,https://nigeriacrime.com/gunmen-kill-2-benue-guards-members-lady-in-logo-lg/
murder,https://nigeriacrime.com/police-arrest-man-for-killing-father-with-pestle-over-loan/
murder,https://nigeriacrime.com/taraba-tricycle-operators-protest-killing-of-colleague/
murder,https://nigeriacrime.com/bandits-attack-kaduna-seminary-burn-seminarian-alive/
murder,https://nigeriacrime.com/tension-as-dss-operative-kills-abuja-designer/
murder,https://nigeriacrime.com/vehicle-hijacked-by-lagos-killer-taskforce-has-been-recovered/
murder,https://nigeriacrime.com/10-arrested-over-death-of-fuoye-student/
murder,https://nigeriacrime.com/tension-in-lagos-as-taskforce-officials-allegedly-kill-man/
murder,https://nigeriacrime.com/unidentified-headless-body-recovered-in-ilorin/
murder,https://nigeriacrime.com/akwa-ibom-mentally-ill-man-murdered-by-suspected-cultists/
murder,https://nigeriacrime.com/police-arrest-four-as-gunmen-slaughter-kwara-businesswoman/
murder,https://nigeriacrime.com/adamawa-police-to-reveal-cause-of-death-of-17-year-old-abdallah-on-monday/
murder,https://nigeriacrime.com/sexagenarian-kills-wife-for-denying-him-sex/
murder,https://nigeriacrime.com/ogun-so-safe-apprehends-man-for-killing-father-over-n70000/
murder,https://nigeriacrime.com/newborn-dies-after-spending-three-days-in-pit-toilet/
murder,https://nigeriacrime.com/2-guards-securing-spill-site-in-ogoni-killed/
murder,https://nigeriacrime.com/smugglers-attack-kill-2-customs-officers-in-kebbi-katsina/
murder,https://nigeriacrime.com/robbery-suspect-operating-with-toy-gun-beaten-to-death/
murder,https://nigeriacrime.com/police-asp-killed-as-gunmen-attack-isiokolo-police-division-in-delta-2/
murder,https://nigeriacrime.com/police-asp-killed-as-gunmen-attack-isiokolo-police-division-in-delta/
murder,https://nigeriacrime.com/2-customs-officers-killed-as-gunmen-unleash-terror-in-kebbi/
murder,https://nigeriacrime.com/benin-tension-as-hoodlums-rob-soldiers-kill-one/
murder,https://nigeriacrime.com/jigawa-man-in-police-net-over-teenage-girlfriends-death/
murder,https://nigeriacrime.com/bandits-murder-pastor-on-his-farm-in-kaduna/
murder,https://nigeriacrime.com/jigawa-youths-kill-50-year-old-suspected-rustler/
murder,https://nigeriacrime.com/24-year-old-housewife-kills-stepson-with-insecticide-bauchi/
murder,https://nigeriacrime.com/akwa-ibom-man-kills-26-year-old-son-burnt-his-body/
murder,https://nigeriacrime.com/imo-suspected-robbers-kill-uk-bound-nigerian/
murder,https://nigeriacrime.com/benue-guards-commander-3-others-murdered-by-gunmen/
murder,https://nigeriacrime.com/imo-retired-policeman-wife-killed-by-gunmen/
murder,https://nigeriacrime.com/how-we-arrested-killer-of-inec-staff-ebonyi-lg-boss/
murder,https://nigeriacrime.com/residents-discover-body-of-missing-teenager/
murder,https://nigeriacrime.com/tragedy-as-hit-and-run-driver-kills-delta-man/
murder,https://nigeriacrime.com/niger-mob-set-teenager-ablaze-over-missing-children/
murder,https://nigeriacrime.com/45-year-old-footballer-remanded-in-prison-over-murder-of-ex-lover-in-ondo/
murder,https://nigeriacrime.com/50-year-old-man-allegedly-butchers-stepson/
murder,https://nigeriacrime.com/domestic-violence-man-kills-wife-in-lagos-nabbed-in-ogun/
murder,https://nigeriacrime.com/masquerade-kills-spectators-during-a-festival-in-rivers/
murder,https://nigeriacrime.com/pastor-arrested-over-death-of-female-evangelist-in-hotel-room/
fraud,https://nigeriacrime.com/arms-deal-efcc-re-arraigns-ex-pdp-chair-bello-mohammed/
fraud,https://nigeriacrime.com/former-nass-member-jailed-16months-for-forgery-threats-to-murder-in-oyo/
fraud,https://nigeriacrime.com/gov-ododos-chief-of-staff-bello-re-arraigned-over-alleged-fraud/
fraud,https://nigeriacrime.com/phony-investigator-bag-7-years-imprisonment-over-attempted-fraud/
fraud,https://nigeriacrime.com/31-internet-fraudsters-bag-jail-terms-in-enugu-awka/
fraud,https://nigeriacrime.com/48-kwasu-undergraduates-2-others-arrested-for-cybercrime-in-kwara/
fraud,https://nigeriacrime.com/police-arrest-four-suspects-over-forgery-of-certificate/
fraud,https://nigeriacrime.com/n50-million-cyber-fraud-police-arraigns-suspect-over-patricias-financial-security-breach/
fraud,https://nigeriacrime.com/17-internet-fraudsters-convicted-in-oyo-ogun/
fraud,https://nigeriacrime.com/customs-man-arrested-over-recruitment-scam/
fraud,https://nigeriacrime.com/alleged-fraud-ibeto-pleading-to-settle-out-of-court-efcc/
fraud,https://nigeriacrime.com/mr-ibus-son-adopted-daughter-nabbed-for-stealing-n55m-of-donations-to-ailing-actor/
fraud,https://nigeriacrime.com/n18-million-fraud-pastor-in-police-custody-for-allegedly-defrauding-member/
fraud,https://nigeriacrime.com/police-arrest-travel-agent-for-duping-customer/
fraud,https://nigeriacrime.com/ogun-assembly-impeaches-speaker-over-alleged-financial-fraud/
fraud,https://nigeriacrime.com/how-fraudsters-are-selling-fake-frsc-stickers-to-drivers-in-delta-corps/
fraud,https://nigeriacrime.com/emefiele-pleads-not-guilty-to-charges-as-efcc-re-arraigns-him-in-court/
fraud,https://nigeriacrime.com/n40m-land-scam-man-calls-out-real-estate-firm/
fraud,https://nigeriacrime.com/efcc-set-to-probe-odilis-alleged-n100b-fraud/
fraud,https://nigeriacrime.com/ex-kaduna-lawmaker-remanded-in-prison-over-alleged-n30m-fraud/
fraud,https://nigeriacrime.com/benue-revenue-body-nabs-four-illegal-tax-collectors/
fraud,https://nigeriacrime.com/alleged-fraud-tinubu-suspends-national-social-investment-programme/
fraud,https://nigeriacrime.com/ex-minister-remanded-in-prison-over-alleged-fraud/
fraud,https://nigeriacrime.com/3-notorious-one-chance-armed-robbers-arrested/
fraud,https://nigeriacrime.com/army-recruitment-six-northern-candidates-disguise-as-lagosians-over-slots/
fraud,https://nigeriacrime.com/nigerian-in-us-court-for-allegedly-trying-to-buy-football-club-with-fraud/
fraud,https://nigeriacrime.com/fg-closes-18-foreign-varsity-campuses-over-fake-degrees/
fraud,https://nigeriacrime.com/efcc-sets-wednesday-to-interrogate-former-humanitarian-minister-umar-farouq/
fraud,https://nigeriacrime.com/n80million-extorted-by-rivers-police-command-returned-to-right-activist/
fraud,https://nigeriacrime.com/india-police-arrest-nigeria-dj-for-duping-woman-of-n18m/
fraud,https://nigeriacrime.com/fraud-crime-alert-boss-jailed-for-75-years/
fraud,https://nigeriacrime.com/npa-uncovers-fake-electronic-call-up-syndicate-at-mps-pre-gate-park/
fraud,https://nigeriacrime.com/alleged-n21m-oil-fraud-kano-md-company-lands-in-court/
fraud,https://nigeriacrime.com/lagos-man-allegedly-issues-n102-8m-dud-cheque/
fraud,https://nigeriacrime.com/court-jails-fake-soldier/
fraud,https://nigeriacrime.com/6-arrested-for-fraud-impersonation-forgery-in-ekiti-state/
fraud,https://nigeriacrime.com/kogi-ohinoyi-aspirant-flees-over-alleged-land-fraud/
fraud,https://nigeriacrime.com/beware-of-fake-naira-notes-cbn-alerts-nigerians/
fraud,https://nigeriacrime.com/efcc-boss-claims-70-of-nigerian-students-are-internet-fraudsters/
fraud,https://nigeriacrime.com/alleged-n105m-fraud-lagos-bizman-lands-in-court/
fraud,https://nigeriacrime.com/us-court-jails-nigerian-over-n307m-fraud/
fraud,https://nigeriacrime.com/dbanj-is-innocent-of-n-power-fraud-police-icpc-declares/
fraud,https://nigeriacrime.com/crivers-politician-arrested-over-alleged-n607m-fraud/
fraud,https://nigeriacrime.com/alleged-theft-sales-rep-dragged-to-court/
fraud,https://nigeriacrime.com/28-year-old-man-arrested-for-masterminding-dangote-cement-price-slash-scam/
fraud,https://nigeriacrime.com/delta-ssg-impersonator-arrested-for-defrauding-victim-n10-m/
fraud,https://nigeriacrime.com/2-university-graduates-in-police-net-over-atm-scandals-in-niger-state/
fraud,https://nigeriacrime.com/fraudulent-recruitment-kogi-varsity-raises-alarm/
fraud,https://nigeriacrime.com/court-jails-three-vandals/
fraud,https://nigeriacrime.com/two-yahoo-boys-convicted-in-kano/
fraud,https://nigeriacrime.com/fraud-indian-man-drags-kinsman-before-police/
fraud,https://nigeriacrime.com/five-men-convicted-for-defrauding-ex-osun-speaker/
fraud,https://nigeriacrime.com/rivers-bizman-in-court-over-n24-3m-fraud-alleged-illegal-oil-dealing/
fraud,https://nigeriacrime.com/wife-accuses-husband-of-n71m-fraud-court-dismisses-allegations/
fraud,https://nigeriacrime.com/alleged-fraud-efcc-to-charge-11-oau-students/
fraud,https://nigeriacrime.com/yahoo-boys-recruitment-service-disrupted-in-abuja-six-arrested/
fraud,https://nigeriacrime.com/6-nabbed-as-police-shut-down-criminal-cybercrime-training-operational-centre-in-abuja/
fraud,https://nigeriacrime.com/land-fraud-borno-man-goes-to-jail/
fraud,https://nigeriacrime.com/189-fake-companies-uncovered-by-cac/
fraud,https://nigeriacrime.com/snapchat-lover-swindles-unilorin-student-victim-commits-suicide/
fraud,https://nigeriacrime.com/osun-nscdc-parades-teacher-others-over-theft/
fraud,https://nigeriacrime.com/alleged-n150m-fraud-efcc-arraign-mama-boko-haram-two-others/
fraud,https://nigeriacrime.com/efcc-secures-conviction-of-two-for-selling-fake-patience-jonathans-gold/
fraud,https://nigeriacrime.com/special-army-court-martial-sentences-convicted-major-general-to-7-years-imprisonment/
fraud,https://nigeriacrime.com/tinubus-csu-certificate-our-investigation-shows-no-forgery-bbc/
fraud,https://nigeriacrime.com/fraud-business-mogul-jailed-7-years-over-n-33m/
fraud,https://nigeriacrime.com/three-arrested-for-fraud-in-lagos-market/
fraud,https://nigeriacrime.com/lagos-crypto-trader-convicted-by-court/
fraud,https://nigeriacrime.com/police-nab-20-year-old-fake-alert-suspect-in-ogun/
fraud,https://nigeriacrime.com/32-suspected-fraudsters-arrested-by-efcc/
fraud,https://nigeriacrime.com/abuja-two-arrested-over-romance-scam/
fraud,https://nigeriacrime.com/ondo-teacher-arraigned-over-alleged-n760000-fraud/
fraud,https://nigeriacrime.com/major-general-court-martialed-for-stealing-1476200/
fraud,https://nigeriacrime.com/lagos-man-in-court-for-alleged-sextortion/
fraud,https://nigeriacrime.com/police-nab-wanted-suspect-over-n495-75million-fraud/
fraud,https://nigeriacrime.com/19-year-old-fraudster-jailed/
fraud,https://nigeriacrime.com/forgery-allegation-against-governor-mbah-dismissed/
fraud,https://nigeriacrime.com/27-year-old-fake-dss-official-arrested-in-jigawa/
fraud,https://nigeriacrime.com/29-fraudsters-arrested-by-enugu-efcc/
fraud,https://nigeriacrime.com/banned-crusader-soap-damaging-health-nafdac-dg/
fraud,https://nigeriacrime.com/efcc-secures-five-internet-fraudsters-conviction/
fraud,https://nigeriacrime.com/fake-policeman-arrested-in-ondo/
fraud,https://nigeriacrime.com/2-convicted-for-n44m-fraud-in-maiduguri/
fraud,https://nigeriacrime.com/alleged-n251m-theft-ibadan-company-director-in-court/
fraud,https://nigeriacrime.com/money-laundering-nddc-ex-mds-special-adviser-turnah-2-others-convicted/
fraud,https://nigeriacrime.com/15-internet-fraudsters-imprisoned-by-abuja-court/
fraud,https://nigeriacrime.com/fake-cp-legal-practitioner-others-paraded-in-lagos/
fraud,https://nigeriacrime.com/police-drag-female-sales-executive-to-court-over-n545500-theft/
fraud,https://nigeriacrime.com/alleged-fraud-cbn-deputy-gov-aisha-ahmad-arrested-by-dss/
fraud,https://nigeriacrime.com/3-impostors-arrested-as-navy-foils-plans-to-swindle-public/
fraud,https://nigeriacrime.com/damilola-adeyeri-mother-acquitted-of-money-laundering-fraud/
fraud,https://nigeriacrime.com/quack-engineer-behind-collapsed-akwa-ibom-building-in-police-net/
fraud,https://nigeriacrime.com/man-arrested-for-impersonating-lastma-officer/
fraud,https://nigeriacrime.com/five-arrested-for-forging-onsa-agf-letterheads/
fraud,https://nigeriacrime.com/820-cartons-of-expired-drugs-intercepted-by-kano-police/
fraud,https://nigeriacrime.com/hannatu-musawa-nysc-saga-not-qualify-to-be-nigeria-minister/
fraud,https://nigeriacrime.com/23-fraudsters-arrested-in-sokoto/
fraud,https://nigeriacrime.com/two-men-in-court-over-visa-fraud/
fraud,https://nigeriacrime.com/n500m-fraud-abuja-based-businessman-in-efcc-net/
fraud,https://nigeriacrime.com/23-suspected-internet-fraudsters-arrested-in-benue/
fraud,https://nigeriacrime.com/nigerian-sakiru-ambali-faces-30-year-imprisonment-over-25-million-wire-fraud/
fraud,https://nigeriacrime.com/enugu-28-suspected-internet-fraudsters-nabbed-by-efcc/
fraud,https://nigeriacrime.com/man-in-court-over-n7-5m-oil-theft/
fraud,https://nigeriacrime.com/benue-efcc-nabs-14-suspected-internet-fraudsters/
fraud,https://nigeriacrime.com/tribunal-sacks-kano-nnpp-reps-member-over-forgery/
fraud,https://nigeriacrime.com/2-remanded-in-custody-over-fraudulent-sale-of-400000-vessel/
fraud,https://nigeriacrime.com/court-jails-delta-assembly-staff-over-n14-5m-fraud/
fraud,https://nigeriacrime.com/lagos-fraudsters-dupe-63-year-old-woman-of-n6-2m/
fraud,https://nigeriacrime.com/n14-9m-fraud-ex-banker-arrested/
fraud,https://nigeriacrime.com/nigerian-court-jails-tom-cruise-others-for-fraud/
fraud,https://nigeriacrime.com/39-year-old-fuel-attendant-in-court-for-n3-4m-theft/
fraud,https://nigeriacrime.com/four-men-jailed-for-fraud/
fraud,https://nigeriacrime.com/eko-hotel-staff-ngozi-mary-returned-missing-70k-to-customer/
fraud,https://nigeriacrime.com/victims-recount-how-they-lost-n5-4m-to-investment-scam/
fraud,https://nigeriacrime.com/lagos-businessman-in-court-for-swindling-lovers-friends/
fraud,https://nigeriacrime.com/stella-oduah-others-plead-not-guilty-to-alleged-n5bn-fraud/
fraud,https://nigeriacrime.com/cybercrime-fake-american-sugar-mummy-one-other-jailed-in-kwara/
